signal_month,inventory_pressure,basis_strength,profit_cycle,hv20_1y_pct,future_1m_tradable_contract_return
2018-01-31,0.4,0.2,0.2411606183487588,0.45,-0.0101174092752313
2018-02-28,0.448260479543111,0.187228646312585,0.2631689981970823,0.4936361566848297,-0.0100673475770967
2018-03-31,0.4950953016155571,0.1689913892629475,0.2831650175772061,0.536591385739083,-0.0106185432911192
2018-04-30,0.5391356452111064,0.1455165123780745,0.3009020659236028,0.5781953851801167,-0.0120195318322804
2018-05-31,0.5791240963619142,0.1171774521553896,0.3161613925219257,0.617798938511471,-0.014439727502654
2018-06-30,0.6139647772654214,0.0844824488166113,0.3287548043578332,0.6547840455291617,-0.0179449032184345
2018-07-31,0.6427670354741006,0.0480604611736279,0.3385269870982208,0.6885735660081669,-0.022483884769474
2018-08-31,0.6648809513979229,0.0786437359552715,0.3453574205802383,0.7186402257826094,-0.0236881138907574
2018-09-30,0.679923248547471,0.0370475146605978,0.3491618651844006,0.7445148446827637,-0.0296843129777611
2018-10-31,0.6877925735580752,-0.0058525596664594,0.3498934007603763,0.7657936579346833,-0.035919031164674
2018-11-30,0.6886735368286228,-0.0491447096028751,0.3475430052923997,0.7821446167744552,-0.0419925272410597
2018-12-31,0.5455293526875262,-0.0919062919237666,0.3421396661676379,0.7933125699581045,-0.0426858960374684
2019-01-31,0.5340833724992071,-0.1332293673094284,0.3337500226752394,0.799123245311419,-0.04725218782236
2019-02-28,0.5177902469278636,-0.1722458625551482,0.3224775441451196,0.7994859691889411,-0.0505795782625579
2019-03-31,0.4977978670280629,-0.1381516279499753,0.3084612538624816,0.7943950814058779,-0.048272441815956
2019-04-30,0.4754016014507761,-0.1702287231093867,0.2918740144960137,0.7839300235633928,-0.0486594326370458
2019-05-31,0.4519926541830356,-0.1978653136426082,0.2729203961855493,0.7682540993889886,-0.0476013025673116
2019-06-30,0.4290026016351704,-0.2205726272475632,0.2518341535820258,0.7476119264364582,-0.0452850626776228
2019-07-31,0.4078463202069265,-0.2379984993200891,0.228875342955366,0.7223256189107725,-0.0420050724818752
2019-08-31,0.3898655796303106,-0.2499371326806814,0.204327114924943,0.6927897611836451,-0.0381330574847906
2019-09-30,0.3762755508445729,-0.2563348009422158,0.1784922223678265,0.6594652504363847,-0.034080255870262
2019-10-31,0.3681163609655541,-0.1872913374581593,0.1516892865727208,0.6228721045135313,-0.0260557472378221
2019-11-30,0.2287116266998871,-0.1830573685872472,0.1242488676890522,0.5835813472183161,-0.0180129268410617
2019-12-31,0.2336356193459765,-0.174027367950649,0.0965093879342915,0.5422060976771973,-0.0156635126800707
2020-01-31,0.2456903704095487,-0.1607287241727223,0.0688129578385253,0.4993920028209535,-0.0143754183442511
2020-02-29,0.2648936305606351,-0.1438071250769243,0.0415011570011309,0.4558071622802718,-0.0142073524711104
2020-03-31,0.2909781619703724,-0.1240086633925076,0.014910821395411,0.4121317029144621,-0.0150942226714586
2020-04-30,0.3234023922399223,-0.1021591598861559,-0.0106301108237131,0.3690471656592923,-0.0168584684633863
2020-05-31,0.3613720051829822,-0.009141276947716,-0.0348066437753654,0.327225870308633,-0.0150334834891756
2020-06-30,0.4038716077055236,0.0141299431064909,-0.057320608691535,0.2873204241889369,-0.0176964725261233
2020-07-31,0.4497052103241934,0.0367324370926452,-0.0778943412273992,0.2499535384401797,-0.0203070675106725
2020-08-31,0.4975439074928506,0.0577626745914721,-0.0962741058909469,0.2157083108167924,-0.0225474106287974
2020-09-30,0.5459788568730889,0.0763606979718341,-0.1122332253584683,0.185119126642225,-0.0241592685666743
